OBJECTID,NAME,XCoord,YCoord,LATIT,LONGI,
3987,Hillcrest Sanitarium (historical),-81.5995668,38.3378759,38.337876,-81.599567,
3988,Mildred Mitchell - Bateman Hospital,-82.4132417,38.4127595,38.41276,-82.413242,
3989,Saint Josephs Hospital of Buckhannon,-80.2363045,38.991362,38.991362,-80.236304,
3990,Saint Josephs Hospital,-81.5510134,39.2776618,39.277662,-81.551013,
3991,Saint Mary's Medical Center,-82.4006995,38.4316408,38.431641,-82.400699,
3992,Staats Hospital (historical),-81.6412351,38.3603747,38.360375,-81.641235,
3993,Stevens Clinic Hospital (historical),-81.5687175,37.4317803,37.43178,-81.568717,
3994,Vincent Pallotti Hospital (historical),-79.9514521,39.6317482,39.631748,-79.951452,
3995,Weirton General Hospital (historical),-80.6000726,40.4450671,40.445067,-80.600073,
3996,Ruby Memorial Hospital,-79.9573329,39.6534438,39.653444,-79.957333,
3997,Weston State Hospital (historical),-80.4714798,39.0384273,39.038427,-80.47148,
3998,Plateau Medical Center,-81.149544,37.9721631,37.972163,-81.149544,
3999,Lewisburg Maternity Hospital (historical),-80.4456303,37.8031768,37.803177,-80.44563,
4000,Greenbrier Valley Hospital (historical),-80.4689631,37.7487327,37.748733,-80.468963,
4001,Greenbrier Valley Medical Center,-80.4703455,37.7730837,37.773084,-80.470345,
4002,Camden - Clark Memorial Hospital,-81.55963,39.269751,39.269751,-81.55963,
4003,Summers County Appalachian Regional Healthcare Hospital,-80.8603006,37.6506098,37.65061,-80.860301,
4004,Bluefield Regional Medical Center,-81.2356709,37.2555551,37.255555,-81.235671,
4005,Bluefield Sanitarium (historical),-81.2223195,37.2678951,37.267895,-81.222319,
4006,Saint Luke's Hospital,-81.230931,37.244284,37.244284,-81.230931,
4007,Memorial Hospital (historical),-81.1012029,37.3659515,37.365952,-81.101203,
4008,Princeton Community Hospital,-81.1131244,37.3628655,37.362866,-81.113124,
4009,Princeton Hospital (historical),-81.0973138,37.3698404,37.36984,-81.097314,
4010,Saint Luke's Hospital,-81.2311413,37.2426527,37.242653,-81.231141,
4011,Saint Marys Hospital (historical),-81.2209305,37.2617841,37.261784,-81.22093,
4012,War Memorial Hospital,-78.2003958,39.642392,39.642392,-78.200396,
4013,Follansbee General Hospital (historical),-80.5959065,40.333958,40.333958,-80.595906,
4014,Conley Hospital (historical),-79.5197711,39.439261,39.439261,-79.519771,
4015,Darst Hospital (historical),-79.5186599,39.4395387,39.439539,-79.51866,
4016,Gore Hospital (historical),-79.5194933,39.4375944,39.437594,-79.519493,
4017,Hopemont Hospital,-79.5190513,39.4377303,39.43773,-79.519051,
4018,Jones Hospital (historical),-79.5181043,39.4392611,39.439261,-79.518104,
4019,Preston Memorial Hospital,-79.6771662,39.4650643,39.465064,-79.677166,
4020,Pleasant Valley Hospital,-82.1231193,38.8690415,38.869042,-82.123119,
4021,Parkersburg General Hospital (historical),-81.5604024,39.2645195,39.26452,-81.560402,
4022,Appleton Medical Center,-88.3942513,44.2785808,44.278581,-88.394251,
4023,Bellin Memorial Hospital,-88.0111742,44.5022332,44.502233,-88.011174,
4024,Capitol Hospital,-87.9361972,43.0891785,43.089179,-87.936197,
4025,Theda Clark Medical Center,-88.4537305,44.1872351,44.187235,-88.45373,
4026,Grandview Hospital,-91.2304143,43.8121887,43.812189,-91.230414,
4027,Hayward Area Memorial Hospital,-91.4858167,46.0349013,46.034901,-91.485817,
4028,Hickory Grove Sanatorium,-88.1214916,44.3913794,44.391379,-88.121492,
4029,Johnson Hospital,-87.9278626,43.0052924,43.005292,-87.927863,
4030,La Crosse Hospital,-91.2362479,43.8169108,43.816911,-91.236248,
4031,Aurora Lakeland Medical Center,-88.4964428,42.6618475,42.661848,-88.496443,
4032,Mayo Health Systems Luther Hospital,-91.5118031,44.8128848,44.812885,-91.511803,
4033,Gundersen Lutheran Medical Center,-91.2473679,43.79459,43.79459,-91.247368,
4034,Maple Crest Sanitarium,-87.8131453,44.1544382,44.154438,-87.813145,
4035,Mendota Mental Health Institute,-89.3985418,43.1324664,43.132466,-89.398542,
4036,Mercy Medical Center of Oshkosh,-88.6007584,44.0129815,44.012982,-88.600758,
4037,Middle River Sanitorium,-91.8776897,46.5416071,46.541607,-91.87769,
4038,Milwaukee Childrens Hospital,-87.9334187,43.0394579,43.039458,-87.933419,
4039,Sinai Samaritan Medical Center West Campus,-87.9406413,43.0427912,43.042791,-87.940641,
4040,Oak Forest Sanatorium,-91.2218052,43.8719096,43.87191,-91.221805,
4041,Pinehurst Sanatorium,-89.0295562,42.728065,42.728065,-89.029556,
4042,Reedsburg Area Medical Center,-89.9929216,43.5497441,43.549744,-89.992922,
4043,River Pines Sanatorium,-89.582063,44.4933013,44.493301,-89.582063,
4044,Rocky Knoll Sanatorium,-87.9781494,43.7988829,43.798883,-87.978149,
4045,Sacred Heart Hospital,-91.5108536,44.7945912,44.794591,-91.510854,
4046,Sacred Heart Rehabilitation Hospital,-87.9484188,43.0161253,43.016125,-87.948419,
4047,Saint Camillus Hospital (historical),-88.0386992,43.036124,43.036124,-88.038699,
4048,Saint Clare Hospital,-89.7302697,43.4811701,43.48117,-89.73027,
4049,Saint Elizabeth Hospital,-88.4031949,44.2482755,44.248276,-88.403195,
4050,Franciscan Healthcare Hospital of La Crosse,-91.2405168,43.8039224,43.803922,-91.240517,
4051,Upland Hills Health Hospital,-90.1294221,42.9514402,42.95144,-90.129422,
4052,Wheaton Franciscan Healthcare Saint Joseph Hospital,-87.9759791,43.0745166,43.074517,-87.975979,
4053,Beaver Dam Community Hospital,-88.8261465,43.4488621,43.448862,-88.826146,
4054,Saint Joseph Hospital,-91.403213,44.9391276,44.939128,-91.403213,
4055,Saint Josephs Hospital,-92.125191,46.7154962,46.715496,-92.125191,
4056,Saint Marys Hill Hospital (historical),-87.9542524,43.0158475,43.015848,-87.954252,
4057,Columbia Saint Marys Hospital Milwaukee,-87.8799508,43.0611472,43.061147,-87.879951,
4058,Saint Marys Hospital,-88.007326,44.5058258,44.505826,-88.007326,
4059,Saint Marys Hospital Medical Center,-88.0660198,44.5329598,44.53296,-88.06602,
4060,Saint Marys Hospital,-92.0910238,46.7257736,46.725774,-92.091024,
4061,Saint Michael Hospital,-87.9425866,43.1133443,43.113344,-87.942587,
4062,Saint Nickolas Hospital,-87.7150856,43.7602728,43.760273,-87.715086,
4063,Saint Vincent Hospital,-88.0120258,44.5011813,44.501181,-88.012026,
4064,Shorewood Hospital,-87.8806402,43.0827901,43.08279,-87.88064,
4065,Southview Hospital (historical),-87.943141,43.0133476,43.013348,-87.943141,
4066,Springwater Nursing Home,-89.2390063,44.1844218,44.184422,-89.239006,
4067,Sunny Rest Sanatorium,-87.8447987,42.6941863,42.694186,-87.844799,
4068,Sunny View Sanatorium,-88.5340011,44.08804,44.08804,-88.534001,
4069,Trinity Hospital (historical),-87.851748,42.9366829,42.936683,-87.851748,
4070,Aurora West Allis Medical Center,-88.023534,43.0015006,43.001501,-88.023534,
4071,Winnebago Mental Health Institute,-88.519862,44.0738921,44.073892,-88.519862,
4072,Brown County Mental Health Center,-87.9372678,44.5188882,44.518888,-87.937268,
4073,Marinette County Hospital,-87.7314944,45.055819,45.055819,-87.731494,
4074,Racine County Hospital,-87.8484101,42.7036306,42.703631,-87.84841,
4075,Home for the Aged,-92.0082458,46.6493843,46.649384,-92.008246,
4076,Washakie Medical Center,-107.9493597,44.0127208,44.012721,-107.94936,
4077,Star Valley Latter Day Saints Hospital (historical),-110.9285352,42.7257615,42.725762,-110.928535,
4078,United Medical Center East,-104.7841344,41.142759,41.142759,-104.784134,
4079,Cheyenne Regional Medical Center,-104.816358,41.1405835,41.140584,-104.816358,
4080,The Haven Sanitarium,-83.171045,42.6844767,42.684477,-83.171045,
4081,University of Michigan Health System,-83.7286614,42.2843082,42.284308,-83.728661,
4082,Battle Creek Veterans Affairs Medical Center,-85.2913233,42.3435359,42.343536,-85.291323,
4083,Villa Marillac Hospital,-83.3204875,42.505868,42.505868,-83.320487,
4084,Wheelock Memorial Hospital,-83.5041145,42.9253054,42.925305,-83.504114,
4085,Winchester Hospital,-83.7682926,43.0411384,43.041138,-83.768293,
4086,Ypsilanti State Hospital (historical),-83.6960503,42.1653185,42.165319,-83.69605,
4087,Zieger Hospital,-83.1210346,42.33226,42.33226,-83.121035,
4088,McLaren Northern Michigan Hospital,-84.96891,45.37328,45.37328,-84.96891,
4089,Munson Community Health Center,-85.5772964,44.7563903,44.75639,-85.577296,
4090,Childrens Center for Handicapped,-86.221725,43.2411261,43.241126,-86.221725,
4091,Mercy Health Partners - Mercy General Campus,-86.2087459,43.2056607,43.205661,-86.208746,
4092,Mental Retardation Center,-86.1964465,43.2411265,43.241127,-86.196446,
4093,Munson Medical Center,-85.64271,44.7610771,44.761077,-85.64271,
4094,Saint Francis Hospital,-87.0925,45.7452778,45.745278,-87.0925,
4095,South Haven Community Hospital,-86.2634553,42.39112,42.39112,-86.263455,
4096,Saint Joseph Hospital,-83.0402119,42.8866958,42.886696,-83.040212,
4097,Mercy Hospital - Cadillac,-85.3894662,44.2456985,44.245699,-85.389466,
4098,Munising Memorial Hospital,-86.6250861,46.4252547,46.425255,-86.625086,
4099,Paul Oliver Memorial Hospital,-86.2429815,44.6367811,44.636781,-86.242981,
4100,Mercy Hospital,-82.4332475,42.9561413,42.956141,-82.433247,
4101,River District Hospital,-82.4796336,42.7797549,42.779755,-82.479634,
4102,River Forest Nursing Home,-85.6369389,41.992825,41.992825,-85.636939,
4103,Teche Regional Medical Center,-91.2009426,29.7085369,29.708537,-91.200943,
4104,Southeast Louisiana Hospital,-90.0181863,30.347507,30.347507,-90.018186,
4105,Ochsner Medical Center North Shore,-89.7426604,30.2870015,30.287002,-89.74266,
4106,Saint Tammany Parish Hospital,-90.1129982,30.4687096,30.46871,-90.112998,
4107,Slidell Memorial Hospital,-89.7698309,30.2837469,30.283747,-89.769831,
4108,Saint Helena Parish Hospital,-90.6662845,30.8313085,30.831309,-90.666284,
4109,Guzmans Hospital (historical),-89.7945083,30.2701947,30.270195,-89.794508,
4110,Chalmette Medical Center (historical),-89.96972,29.95743,29.95743,-89.96972,
4111,De La Ronde Medical Center,-89.97057,29.95591,29.95591,-89.97057,
4112,Acadiana Mental Health Center,-92.0281764,30.2143677,30.214368,-92.028176,
4113,Olson Hospital (historical),-105.4208268,48.7925243,48.792524,-105.420827,
4114,Aasness Hospital (historical),-105.4208268,48.7925243,48.792524,-105.420827,
4115,Harris Hospital,-105.4208268,48.7925243,48.792524,-105.420827,
4116,Dahlquist Hospital (historical),-105.4208268,48.7925243,48.792524,-105.420827,
4117,Humbert Hospital (historical),-105.4208268,48.7925243,48.792524,-105.420827,
4118,Daniels County Vision Clinic,-105.4208268,48.7930799,48.79308,-105.420827,
4119,Daniels Memorial Nursing Home,-105.4186045,48.7883576,48.788358,-105.418604,
4120,Daniels Memorial Healthcare Center,-105.4182214,48.7881967,48.788197,-105.418221,
4121,Daniels Memorial Medical Clinic,-105.4186045,48.7883576,48.788358,-105.418604,
4122,McKenzie - Willamette Medical Center,-123.0039535,44.0530431,44.053043,-123.003953,
4123,Langmack Hospital,-122.7370292,44.3973469,44.397347,-122.737029,
4124,McMinnville Hospital,-123.1989939,45.2045606,45.204561,-123.198994,
4125,Marion County Health Center,-122.9956507,44.9387311,44.938731,-122.995651,
4126,Oregon State Hospital,-123.0042806,44.9390527,44.939053,-123.004281,
4127,Salem General Hospital,-123.0039844,44.9417866,44.941787,-123.003984,
4128,Keizer Memorial Hospital (historical),-124.225947,43.4073345,43.407335,-124.225947,
4129,Samaritan Lebanon Community Hospital,-122.9070659,44.5512111,44.551211,-122.907066,
4130,Oregon City Hospital,-122.6003694,45.3631762,45.363176,-122.600369,
4131,Pendleton Community Memorial Hospital (historical),-118.8033195,45.6540193,45.654019,-118.803319,
4132,Malheur Memorial Hospital,-117.0079367,43.8796066,43.879607,-117.007937,
4133,Saint Alphonsus Medical Center,-116.9771302,44.0253153,44.025315,-116.97713,
4134,Woodland Park Hospital (historical),-122.5567599,45.5359523,45.535952,-122.55676,
4135,Shriners Hospital,-122.577594,45.5517853,45.551785,-122.577594,
4136,Mercy Medical Center,-123.3669714,43.2414524,43.241452,-123.366971,
4137,Veterans Affairs Roseburg Healthcare System Roseburg Medical Center,-123.3675261,43.2241526,43.224153,-123.367526,
4138,Douglas Community Hospital,-123.3575722,43.215116,43.215116,-123.357572,
4139,Johnson City Specialty Hospital,-82.354441,36.3237188,36.323719,-82.354441,
4140,Johnson City Medical Center,-82.3845008,36.3076896,36.30769,-82.384501,
4141,North Side Hospital,-82.3732357,36.3518796,36.35188,-82.373236,
4142,Woodridge Hospital,-82.3876553,36.3077525,36.307753,-82.387655,
4143,Johnson County Memorial Hospital (historical),-81.8228948,36.503729,36.503729,-81.822895,
4144,Unicoi County Memorial Hospital,-82.4130517,36.1335913,36.133591,-82.413052,
4145,Saint Marys Medical Center of Scott County,-84.5158862,36.5043922,36.504392,-84.515886,
4146,Uplands General Hospital (historical),-85.202744,35.9764549,35.976455,-85.202744,
4147,Appalachian Hospital (historical),-82.3562507,36.3198284,36.319828,-82.356251,
4148,Fort Craig Hospital (historical),-83.9665703,35.7603608,35.760361,-83.96657,
4149,Doctors Hospital (historical),-83.9682369,35.7556386,35.755639,-83.968237,
4150,Perry Community Hospital,-87.8638737,35.5921529,35.592153,-87.863874,
4151,Kings Daughters Hospital (historical),-87.040561,35.6103495,35.61035,-87.040561,
4152,Parkridge East Hospital,-85.2188654,34.9986954,34.998695,-85.218865,
4153,Haywood County Memorial Hospital,-89.2667356,35.5964671,35.596467,-89.266736,
4154,E H Crump Memorial Hospital (historical),-90.0312019,35.1417566,35.141757,-90.031202,
4155,Memphis Medical Center,-90.0306464,35.1417566,35.141757,-90.030646,
4156,Memphis Mental Health Institute,-90.0320352,35.1450899,35.14509,-90.032035,
4157,United States Marine Hospital,-90.0742586,35.1234239,35.123424,-90.074259,
4158,University of Tennessee Child Development Center,-90.0370353,35.1428677,35.142868,-90.037035,
4159,Van Vleet Memorial Cancer Center,-90.0337019,35.1409233,35.140923,-90.033702,
4160,West Tennessee Tuberculosis Hospital (historical),-90.0312019,35.1417566,35.141757,-90.031202,
4161,Tipton County Health Center,-89.6459116,35.5620252,35.562025,-89.645912,
4162,Western Mental Health Institute,-89.0267309,35.2751035,35.275104,-89.026731,
4163,Methodist Hospital North (historical),-89.8898088,35.2350879,35.235088,-89.889809,
4164,Baptist Hospital East (historical),-89.8611978,35.1323122,35.132312,-89.861198,
4165,Four Acres Sanitarium,-119.792085,36.5913384,36.591338,-119.792085,
4166,Central Emergency Hospital,-122.4183044,37.777985,37.777985,-122.418304,
4167,Chinese Hospital,-122.4091054,37.7954929,37.795493,-122.409105,
4168,Harkness Hospital (historical),-122.4413602,37.7738186,37.773819,-122.44136,
4169,California Pacific Medical Center Pacific Campus,-122.4312615,37.7907794,37.790779,-122.431261,
4170,Saint Francis Hospital,-122.4344156,37.7679854,37.767985,-122.434416,
4171,Unity Hospital,-122.4388603,37.7846515,37.784652,-122.43886,
4172,Beverly Manor Convalescent Hospital,-122.4424713,37.7754852,37.775485,-122.442471,
4173,Broderick Convalescent Hospital,-122.4416381,37.7838183,37.783818,-122.441638,
4174,California Convalescent Hospital,-122.4391381,37.7882625,37.788263,-122.439138,
4175,Central Gardens Convalescent Hospital,-122.4288601,37.7824293,37.782429,-122.42886,
4176,California Pacific Medical Center California Campus,-122.4560764,37.7865322,37.786532,-122.456076,
4177,Hayes Convalescent Hospital,-122.4377491,37.7752074,37.775207,-122.437749,
4178,Kaiser Permanente San Francisco Medical Center,-122.4432357,37.7823015,37.782302,-122.443236,
4179,Laurel Heights Convalescent Hospital,-122.4399714,37.7882625,37.788263,-122.439971,
4180,Marshal Hale Memorial Hospital,-122.454416,37.786596,37.786596,-122.454416,
4181,University of California San Francisco Medical Center at Mount Zion,-122.4389893,37.7848326,37.784833,-122.438989,
4182,Pacific Coast Hospital,-122.436393,37.7813411,37.781341,-122.436393,
4183,Ahwahnee Sanatorium,-119.7318232,37.3816086,37.381609,-119.731823,
4184,American River Hospital (historical),-121.353285,38.6343487,38.634349,-121.353285,
4185,California Medical Facility,-121.9780224,38.3287998,38.3288,-121.978022,
4186,County Memorial Hospital,-120.9632656,37.6002093,37.600209,-120.963266,
4187,Elk Grove Convalescent Hospital,-121.3602287,38.4129659,38.412966,-121.360229,
4188,Emanuel Medical Center,-120.8388525,37.5114828,37.511483,-120.838852,
4189,Enloe Medical Center,-121.8500038,39.74189,39.74189,-121.850004,
4190,Fresno Hospital,-119.7798671,36.777727,36.777727,-119.779867,
4191,Hillcrest Hospital,-119.772089,36.7846716,36.784672,-119.772089,
4192,Hy-Pana Hospital,-119.7654219,36.7793939,36.779394,-119.765422,
4193,Dignity Health Mercy San Juan Medical Center,-121.3143851,38.6693056,38.669306,-121.314385,
4194,Redwood Memorial Hospital,-124.1363615,40.5825283,40.582528,-124.136361,
4195,Saint Agnes Hospital,-119.8184799,36.7618929,36.761893,-119.81848,
4196,Santa Rita Rehabilitation Center,-121.8821791,37.7043741,37.704374,-121.882179,
4197,Sierra Hospital,-119.7862565,36.7877269,36.787727,-119.786256,
4198,Chowchilla District Memorial Hospital,-120.2738022,37.1211663,37.121166,-120.273802,
4199,Valley Hospital,-119.7643107,36.7782828,36.778283,-119.764311,
4200,Veterans Affairs Central California Health Care System,-119.7797991,36.7733786,36.773379,-119.779799,
4201,Beverly Hospital,-118.1009318,34.0149976,34.014998,-118.100932,
4202,Edgemoor Hospital,-116.9719722,32.8425494,32.842549,-116.971972,
4203,Eisenhower Medical Center,-116.4056311,33.7633107,33.763311,-116.405631,
4204,Grandview Sanitarium,-118.0492339,34.010012,34.010012,-118.049234,
4205,Kaiser Permanente Hospital,-117.4343461,34.0730544,34.073054,-117.434346,
4206,Monterey Sanitarium,-118.0884019,34.0430667,34.043067,-118.088402,
4207,Pioneers Memorial Hospital,-115.5539094,32.9591409,32.959141,-115.553909,
4208,San Gabriel Valley Hospital,-118.0984025,34.0997311,34.099731,-118.098402,
4209,Santa Anita Sanitarium,-118.0447896,34.1025084,34.102508,-118.04479,
4210,Scripps Memorial Hospital La Jolla,-117.2255976,32.8849759,32.884976,-117.225598,
4211,Cowell Memorial Hospital,-122.2538578,37.8718703,37.87187,-122.253858,
4212,California Pacific Medical Center - Davies Campus,-122.4344121,37.7683209,37.768321,-122.434412,
